Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Level 1 - Zone 1,dynamic,level 1,zone 1,site qa
,,Level 2 - Zone 1,dynamic,level 2,zone 1,site qa
,,Level 2 - Zone 2,dynamic,level 2,zone 2,site qa
,,Level 2 - Zone 3,dynamic,level 2,zone 3,site qa
,,Level 2 - Zone 8,dynamic,level 2,zone 8,site qa
,,Level 2 - Zone 9,dynamic,level 2,zone 9,site qa
,,Level 3 - Zone 1,dynamic,level 3,zone 1,site qa
,,Level 3 - Zone 2,dynamic,level 3,zone 2,site qa
,,Level 3 - Zone 3,dynamic,level 3,zone 3,site qa
,,Level 3 - Zone 6,dynamic,level 3,zone 6,site qa
,,Level 3 - Zone 7,dynamic,level 3,zone 7,site qa
,,Level 3 - Zone 8,dynamic,level 3,zone 8,site qa
,,Level 3 - Zone 9,dynamic,level 3,zone 9,site qa
,,Level 4 - Zone 1,dynamic,level 4,zone 1,site qa
,,Level 4 - Zone 2,dynamic,level 4,zone 2,site qa
,,Level 4 - Zone 3,dynamic,level 4,zone 3,site qa
,,Level 4 - Zone 4,dynamic,level 4,zone 4,site qa
,,Level 4 - Zone 5,dynamic,level 4,zone 5,site qa
,,Level 4 - Zone 6,dynamic,level 4,zone 6,site qa
,,Level 4 - Zone 7,dynamic,level 4,zone 7,site qa
,,Level 4 - Zone 8,dynamic,level 4,zone 8,site qa
,,Level 4 - Zone 9,dynamic,level 4,zone 9,site qa
,,Level 5 - Zone 3,dynamic,Level 5,zone 3,site qa
,,Level 5 - Zone 4,dynamic,Level 5,zone 4,site qa
,,Level 5 - Zone 5,dynamic,Level 5,zone 5,site qa
,,Level 5 - Zone 6,dynamic,Level 5,zone 6,site qa
,,Level 5 - Zone 9,dynamic,Level 5,zone 9,site qa
,,Level 6 - Zone 5,dynamic,Level 6,zone 5,site qa
,Columns,,,,,
,,Sliding doors,,Sliding doors,,
,,Sliding doors and fixed side panel,,Sliding doors and fixed side panel,,
,,Fixed screen,,Fixed screen,,
,,Main shower,,Main shower,,
,,Balustrades,,Balustrades,,
,,Deck balustrade,,deck balustrade,,
,,Side fixed balustrade,,Side fixed balustrade,,
